"","iid1","iid2","sharedLength","weight"
"498","Sample5024819","Sample5025334",106551,0.00504123363956431
"499","Sample5025291","Sample5026878",106551,0.00504123363956431
"500","Sample5024165","Sample5024179",106085,0.005019185842021
"501","Sample5025334","Sample5026450",105674,0.00499974025234225
"502","Sample5025941","Sample5026916",105336,0.00498374850219281
"503","Sample5024012","Sample5026443",105036,0.00496955464111343
"504","Sample5024051","Sample5026814",105036,0.00496955464111343
"505","Sample5024839","Sample5025930",104962,0.00496605348871385
"506","Sample5024096","Sample5026350",104660,0.00495176500189393
"507","Sample5024179","Sample5026483",104660,0.00495176500189393
"508","Sample5024465","Sample5026452",104660,0.00495176500189393
"509","Sample5024465","Sample5026698",104660,0.00495176500189393
"510","Sample5024473","Sample5026350",104660,0.00495176500189393
"511","Sample5026350","Sample5026441",104660,0.00495176500189393
"512","Sample5026460","Sample5026727",104660,0.00495176500189393
"513","Sample5024165","Sample5026302",104177,0.00492891288555613
"514","Sample5025982","Sample5026316",104045,0.0049226675866812
"515","Sample5026152","Sample5026403",104045,0.0049226675866812
"516","Sample5024485","Sample5024591",103781,0.00491017698893134
"517","Sample5024525","Sample5025684",103781,0.00491017698893134
"518","Sample5024681","Sample5026871",103781,0.00491017698893134
"519","Sample5025654","Sample5026911",103496,0.00489669282090593
"520","Sample5024461","Sample5025335",102732,0.00486054578802377
"521","Sample5024472","Sample5025335",102732,0.00486054578802377
"522","Sample5024513","Sample5025503",102732,0.00486054578802377
"523","Sample5025119","Sample5026883",102732,0.00486054578802377
"524","Sample5024083","Sample5024473",102572,0.00485297572878143
"525","Sample5024011","Sample5024173",102440,0.0048467304299065
"526","Sample5024515","Sample5025119",102368,0.00484332390324745
"527","PU3","Sample5026433",102323,0.00484119482408554
"528","Sample5024096","Sample5025116",102009,0.00482633858282246
"529","Sample5024165","Sample5024465",102009,0.00482633858282246
"530","Sample5024165","Sample5025953",102009,0.00482633858282246
"531","Sample5024165","Sample5026452",102009,0.00482633858282246
"532","Sample5025116","Sample5026698",102009,0.00482633858282246
"533","Sample5024165","Sample5025398",101705,0.00481195547026202
"534","Sample5024086","Sample5025930",101309,0.00479321957363723
"535","Sample5024376","Sample5026438",100528,0.00475626822196057
"536","Sample5025065","Sample5026578",100528,0.00475626822196057
"537","Sample5026350","Sample5026392",100401,0.00475025948743697
"538","Sample5026350","Sample5026452",100401,0.00475025948743697
"539","Sample5026350","Sample5026460",100401,0.00475025948743697
"540","Sample5026350","Sample5026698",100401,0.00475025948743697
"541","Sample5026350","Sample5026735",100401,0.00475025948743697
"542","PU25","Sample5025548",100135,0.00473767426394658
"543","Sample5024771","Sample5025923",99865,0.00472489978897514
"544","Sample5024262","Sample5025958",99088,0.00468813768877954
"545","Sample5025942","Sample5026433",97695,0.00462223086050094
"546","Sample5024711","Sample5025822",96777,0.00457879764559802
"547","PU13","Sample5024179",96727,0.00457643200208479
"548","PU13","Sample5024465",96727,0.00457643200208479
"549","Sample5024536","Sample5026392",96727,0.00457643200208479
"550","Sample5025644","Sample5026206",96727,0.00457643200208479
"551","Sample5025654","Sample5026152",96727,0.00457643200208479
"552","Sample5025654","Sample5026399",96727,0.00457643200208479
"553","PU4","Sample5026435",95798,0.00453247834560897
"554","PU23","Sample5024884",95755,0.00453044389218759
"555","PU3","Sample5024884",95755,0.00453044389218759
"556","Sample5024469","Sample5024884",95755,0.00453044389218759
"557","Sample5024884","Sample5025654",95755,0.00453044389218759
"558","PU19","Sample5026400",95518,0.00451923074193488
"559","Sample5024055","Sample5026409",94889,0.00448947094653844
"560","PU19","Sample5024086",94588,0.0044752297725888
"561","PU25","Sample5026316",94588,0.0044752297725888
"562","Sample5024376","Sample5025958",94588,0.0044752297725888
"563","PU20","Sample5025334",94471,0.00446969416676784
"564","Sample5024536","Sample5026403",93901,0.00444272583071701
"565","Sample5024165","Sample5026460",92266,0.00436536928783438
"566","Sample5024473","Sample5025398",91793,0.00434299030019922
"567","Sample5025398","Sample5025643",91793,0.00434299030019922
"568","Sample5024262","Sample5024461",91658,0.00433660306271349
"569","Sample5024262","Sample5024472",91658,0.00433660306271349
"570","Sample5024262","Sample5025289",91658,0.00433660306271349
"571","Sample5024262","Sample5025617",91658,0.00433660306271349
"572","Sample5024262","Sample5026142",91658,0.00433660306271349
"573","Sample5024275","Sample5025289",91658,0.00433660306271349
"574","Sample5024376","Sample5024472",91658,0.00433660306271349
"575","Sample5024461","Sample5025617",91658,0.00433660306271349
"576","Sample5024461","Sample5026142",91658,0.00433660306271349
"577","Sample5024461","Sample5026399",91658,0.00433660306271349
"578","Sample5024461","Sample5026483",91658,0.00433660306271349
"579","Sample5024461","Sample5026916",91658,0.00433660306271349
"580","Sample5024472","Sample5024525",91658,0.00433660306271349
"581","Sample5024472","Sample5025289",91658,0.00433660306271349
"582","Sample5024472","Sample5025617",91658,0.00433660306271349
"583","Sample5024472","Sample5026142",91658,0.00433660306271349
"584","Sample5024472","Sample5026399",91658,0.00433660306271349
"585","Sample5024472","Sample5026483",91658,0.00433660306271349
"586","Sample5024472","Sample5026910",91658,0.00433660306271349
"587","Sample5024472","Sample5026916",91658,0.00433660306271349
"588","Sample5025289","Sample5025542",91658,0.00433660306271349
"589","Sample5025289","Sample5025548",91658,0.00433660306271349
"590","Sample5025289","Sample5026142",91658,0.00433660306271349
"591","Sample5025289","Sample5026399",91658,0.00433660306271349
"592","Sample5025289","Sample5026916",91658,0.00433660306271349
"593","Sample5025617","Sample5026142",91658,0.00433660306271349
"594","PU15","Sample5024504",91384,0.00432363933626099
"595","Sample5026316","Sample5026866",90613,0.00428716111328698
"596","Sample5024096","Sample5024179",90389,0.0042765630303477
"597","Sample5024096","Sample5024465",90389,0.0042765630303477
"598","Sample5024096","Sample5025504",90389,0.0042765630303477
"599","Sample5024096","Sample5026392",90389,0.0042765630303477
"600","Sample5024096","Sample5026483",90389,0.0042765630303477
"601","Sample5024096","Sample5026727",90389,0.0042765630303477
"602","Sample5026392","Sample5026441",90389,0.0042765630303477
"603","Sample5024549","Sample5026729",89911,0.00425394747836122
"604","Sample5025747","Sample5026441",89536,0.00423620515201199
"605","Sample5025747","Sample5026452",89536,0.00423620515201199
"606","Sample5024082","Sample5025118",89349,0.00422735764527251
"607","Sample5024173","Sample5024360",89349,0.00422735764527251
"608","Sample5024364","Sample5026409",89349,0.00422735764527251
"609","Sample5024536","Sample5024704",89349,0.00422735764527251
"610","Sample5024165","Sample5026698",89211,0.004220828469176
"611","Sample5025116","Sample5025953",89211,0.004220828469176
"612","Sample5025747","Sample5026698",89211,0.004220828469176
"613","PU14","Sample5026735",88993,0.00421051426345831
"614","PU14","Sample5026847",88993,0.00421051426345831
"615","Sample5026240","Sample5026916",88993,0.00421051426345831
"616","Sample5025918","Sample5026610",88578,0.0041908794222985
"617","Sample5026433","Sample5026911",87988,0.00416296482884238
"618","PU20","Sample5026175",87423,0.00413623305714288
"619","Sample5025334","Sample5025504",87423,0.00413623305714288
"620","Sample5025334","Sample5026175",87423,0.00413623305714288
"621","Sample5025504","Sample5026175",87423,0.00413623305714288
"622","Sample5024055","Sample5025118",86982,0.00411536808135618
"623","PU1","PU11",86880,0.00411054216858919
"624","Sample5024008","Sample5024054",86043,0.00407094129617772
"625","Sample5024054","Sample5024831",86043,0.00407094129617772
"626","Sample5024054","Sample5026468",86043,0.00407094129617772
"627","Sample5024086","Sample5024416",86043,0.00407094129617772
"628","Sample5024416","Sample5024831",86043,0.00407094129617772
"629","Sample5024831","Sample5024839",86043,0.00407094129617772
"630","Sample5025930","Sample5026468",86043,0.00407094129617772
"631","Sample5024473","Sample5025199",85766,0.00405783563111442
"632","Sample5025773","Sample5026134",84852,0.00401459166769257
"633","PU15","Sample5025257",84730,0.00400881949752028
"634","PU23","PU6",84730,0.00400881949752028
"635","PU24","PU6",84730,0.00400881949752028
"636","PU25","PU26",84730,0.00400881949752028
"637","PU25","PU3",84730,0.00400881949752028
"638","PU25","Sample5025909",84730,0.00400881949752028
"639","PU25","Sample5026773",84730,0.00400881949752028
"640","PU26","Sample5024264",84730,0.00400881949752028
"641","PU3","Sample5026773",84730,0.00400881949752028
"642","PU9","Sample5025098",84730,0.00400881949752028
"643","Sample5024054","Sample5024820",84730,0.00400881949752028
"644","Sample5024054","Sample5025257",84730,0.00400881949752028
"645","Sample5024096","Sample5026910",84730,0.00400881949752028
"646","Sample5024171","Sample5024884",84730,0.00400881949752028
"647","Sample5024264","Sample5025257",84730,0.00400881949752028
"648","Sample5024414","Sample5026441",84730,0.00400881949752028
"649","Sample5024414","Sample5026588",84730,0.00400881949752028
"650","Sample5024525","Sample5025958",84730,0.00400881949752028
"651","Sample5024704","Sample5025261",84730,0.00400881949752028
"652","Sample5024719","Sample5026433",84730,0.00400881949752028
"653","Sample5024818","Sample5025257",84730,0.00400881949752028
"654","Sample5024839","Sample5026433",84730,0.00400881949752028
"655","Sample5024937","Sample5025398",84730,0.00400881949752028
"656","Sample5024981","Sample5025257",84730,0.00400881949752028
"657","Sample5024981","Sample5026588",84730,0.00400881949752028
"658","Sample5025065","Sample5026350",84730,0.00400881949752028
"659","Sample5025257","Sample5026578",84730,0.00400881949752028
"660","Sample5025257","Sample5026588",84730,0.00400881949752028
"661","Sample5025257","Sample5026793",84730,0.00400881949752028
"662","Sample5025261","Sample5026402",84730,0.00400881949752028
"663","Sample5025266","Sample5026773",84730,0.00400881949752028
"664","Sample5025643","Sample5026847",84730,0.00400881949752028
"665","Sample5025909","Sample5026773",84730,0.00400881949752028
"666","Sample5025973","Sample5026878",84730,0.00400881949752028
"667","Sample5025973","Sample5026916",84730,0.00400881949752028
"668","Sample5026712","Sample5026884",84730,0.00400881949752028
"669","Sample5024054","Sample5024839",84590,0.00400219569568324
"670","Sample5024416","Sample5024839",84590,0.00400219569568324
"671","Sample5024165","Sample5025116",84402,0.00399330087607349
"672","Sample5024414","Sample5024820",84386,0.00399254387014926
"673","Sample5024719","Sample5025263",84386,0.00399254387014926
"674","Sample5024465","Sample5024706",84383,0.00399240193153847
"675","Sample5024086","Sample5024096",84323,0.00398956315932259
"676","Sample5024086","Sample5024673",84323,0.00398956315932259
"677","Sample5024086","Sample5026441",84323,0.00398956315932259
"678","Sample5024086","Sample5026878",84323,0.00398956315932259
"679","Sample5024096","Sample5024673",84323,0.00398956315932259
"680","Sample5024416","Sample5024525",84323,0.00398956315932259
"681","Sample5024673","Sample5025958",84323,0.00398956315932259
"682","Sample5024673","Sample5026441",84323,0.00398956315932259
"683","Sample5024673","Sample5026878",84323,0.00398956315932259
"684","Sample5025261","Sample5026441",84323,0.00398956315932259
"685","Sample5025953","Sample5026441",84323,0.00398956315932259
"686","Sample5026878","Sample5026884",84323,0.00398956315932259
"687","PU1","Sample5024252",83871,0.00396817774196299
"688","PU3","Sample5026133",83810,0.00396529165687685
"689","Sample5024536","Sample5026133",83810,0.00396529165687685
"690","Sample5024536","Sample5026378",83810,0.00396529165687685
"691","Sample5024536","Sample5026452",83810,0.00396529165687685
"692","Sample5024884","Sample5026911",83007,0.00392729942205436
"693","PU14","Sample5024006",82551,0.0039057247532137
"694","PU14","Sample5025918",82551,0.0039057247532137
"695","PU4","Sample5025264",82551,0.0039057247532137
"696","Sample5026175","Sample5026698",82551,0.0039057247532137
"697","Sample5026312","Sample5026441",82551,0.0039057247532137
"698","PU4","Sample5025942",82133,0.0038859479734431
"699","Sample5024704","Sample5026134",82133,0.0038859479734431
"700","Sample5024704","Sample5026877",82133,0.0038859479734431
"701","Sample5025118","Sample5025954",82133,0.0038859479734431
"702","Sample5024360","Sample5024838",81999,0.00387960804882764
"703","Sample5025941","Sample5026483",81999,0.00387960804882764
"704","Sample5025065","Sample5026916",81747,0.00386768520552096
"705","Sample5024536","Sample5024884",81420,0.00385221389694443
"706","PU23","Sample5026910",80861,0.00382576600246651
"707","PU24","Sample5026910",80861,0.00382576600246651
"708","PU19","Sample5024591",80699,0.00381810131748365
"709","Sample5024981","Sample5025504",80284,0.00379846647632384
"710","Sample5025089","Sample5026244",80049,0.00378734795181165
"711","Sample5025918","Sample5026392",79840,0.00377745956192635
"712","Sample5025116","Sample5026483",79793,0.00377523585702391
"713","Sample5025116","Sample5026727",79793,0.00377523585702391
"714","Sample5025503","Sample5025504",79632,0.00376761848491131
"715","Sample5025504","Sample5025918",79347,0.0037541343168859
"716","Sample5024525","Sample5025982",79288,0.00375134285754029
"717","Sample5024525","Sample5026152",79288,0.00375134285754029
"718","Sample5024525","Sample5026403",79288,0.00375134285754029
"719","Sample5025941","Sample5025982",79288,0.00375134285754029
"720","Sample5025941","Sample5026152",79288,0.00375134285754029
"721","Sample5025941","Sample5026403",79288,0.00375134285754029
"722","PU5","Sample5024083",79283,0.00375110629318896
"723","Sample5024165","Sample5024461",79108,0.00374282654089266
"724","Sample5024165","Sample5025289",79108,0.00374282654089266
"725","Sample5024173","Sample5024461",79108,0.00374282654089266
"726","Sample5025289","Sample5026302",79108,0.00374282654089266
"727","Sample5024536","Sample5026610",78382,0.00370847739708055
"728","Sample5026133","Sample5026610",78382,0.00370847739708055
"729","Sample5026152","Sample5026399",78382,0.00370847739708055
"730","Sample5026206","Sample5026878",78382,0.00370847739708055
"731","Sample5024086","Sample5024831",78204,0.00370005570617345
"732","PU12","Sample5025644",77342,0.00365927201200536
"733","PU3","Sample5025334",76729,0.00363026922253315
"734","PU5","Sample5025334",76729,0.00363026922253315
"735","Sample5024536","Sample5025334",76729,0.00363026922253315
"736","Sample5025334","Sample5025982",76729,0.00363026922253315
"737","Sample5024096","Sample5025398",76544,0.0036215163415342
"738","Sample5026175","Sample5026578",76030,0.00359719752621819
"739","Sample5024475","Sample5025548",75942,0.00359303399363491
"740","Sample5024054","Sample5024467",75624,0.00357798850089076
"741","PU12","Sample5026910",75283,0.00356185481213053
"742","Sample5025122","Sample5026435",75283,0.00356185481213053
"743","Sample5025263","Sample5026441",75283,0.00356185481213053
"744","Sample5024083","Sample5025125",74921,0.00354472755309474
"745","Sample5024086","Sample5025125",74921,0.00354472755309474
"746","Sample5025116","Sample5026175",74847,0.00354122640069516
"747","Sample5024011","Sample5026437",74586,0.0035288777415561
"748","Sample5024165","Sample5026152",74586,0.0035288777415561
"749","Sample5024165","Sample5026610",74586,0.0035288777415561
"750","Sample5025918","Sample5026032",74586,0.0035288777415561
"751","Sample5026032","Sample5026610",74586,0.0035288777415561
"752","Sample5026392","Sample5026610",74575,0.00352835729998319
"753","PU28","Sample5024262",74296,0.00351515700917936
"754","PU28","Sample5024831",74296,0.00351515700917936
"755","PU28","Sample5024839",74296,0.00351515700917936
"756","Sample5024008","Sample5024831",74296,0.00351515700917936
"757","Sample5024008","Sample5024839",74296,0.00351515700917936
"758","Sample5024008","Sample5025930",74296,0.00351515700917936
"759","Sample5024054","Sample5025930",74296,0.00351515700917936
"760","Sample5024086","Sample5024262",74296,0.00351515700917936
"761","Sample5024262","Sample5024416",74296,0.00351515700917936
"762","Sample5024262","Sample5024831",74296,0.00351515700917936
"763","Sample5024262","Sample5024839",74296,0.00351515700917936
"764","Sample5024262","Sample5025930",74296,0.00351515700917936
"765","Sample5024262","Sample5026468",74296,0.00351515700917936
"766","Sample5024416","Sample5025930",74296,0.00351515700917936
"767","Sample5024416","Sample5026468",74296,0.00351515700917936
"768","Sample5024831","Sample5025930",74296,0.00351515700917936
"769","Sample5024831","Sample5026468",74296,0.00351515700917936
"770","Sample5024173","Sample5025958",74170,0.00350919558752602
"771","PU23","Sample5024467",74067,0.00350432236188876
"772","PU24","Sample5024467",74067,0.00350432236188876
"773","Sample5024467","Sample5025958",74067,0.00350432236188876
"774","PU19","Sample5026718",73621,0.00348322082175075
"775","PU19","Sample5026771",73621,0.00348322082175075
"776","PU24","Sample5024719",73621,0.00348322082175075
"777","PU25","Sample5024056",73621,0.00348322082175075
"778","PU26","Sample5024818",73621,0.00348322082175075
"779","PU28","Sample5024011",73621,0.00348322082175075
"780","Sample5024009","Sample5024069",73621,0.00348322082175075
"781","Sample5024011","Sample5024252",73621,0.00348322082175075
"782","Sample5024011","Sample5025964",73621,0.00348322082175075
"783","Sample5024011","Sample5026031",73621,0.00348322082175075
"784","Sample5024011","Sample5026468",73621,0.00348322082175075
"785","Sample5024244","Sample5025909",73621,0.00348322082175075
"786","Sample5024262","Sample5025909",73621,0.00348322082175075
"787","Sample5024475","Sample5025257",73621,0.00348322082175075
"788","Sample5024719","Sample5026584",73621,0.00348322082175075
"789","Sample5024981","Sample5024992",73621,0.00348322082175075
"790","Sample5025684","Sample5025929",73621,0.00348322082175075
"791","Sample5026433","Sample5026584",73621,0.00348322082175075
"792","Sample5026847","Sample5026878",73621,0.00348322082175075
"793","Sample5024964","Sample5026297",73189,0.00346278166179644
"794","Sample5024173","Sample5025918",73126,0.00345980095096977
"795","Sample5024173","Sample5026610",73126,0.00345980095096977
"796","Sample5025930","Sample5026437",73041,0.00345577935699728
"797","PU25","Sample5026402",72810,0.00344485008396615
"798","Sample5024165","Sample5024884",72545,0.00343231217334603
"799","PU1","Sample5025954",72333,0.00342228184484993
"800","PU11","Sample5025954",72333,0.00342228184484993
"801","Sample5025118","Sample5026480",72333,0.00342228184484993
"802","Sample5024310","Sample5026916",71937,0.00340354594822515
"803","Sample5024472","Sample5024697",71504,0.00338305947540057
"804","Sample5025747","Sample5026610",71191,0.00336825054700775
"805","Sample5024165","Sample5025291",70938,0.0033562803908308
"806","PU23","Sample5024771",70342,0.0033280819201531
"807","PU24","Sample5024771",70342,0.0033280819201531
"808","Sample5024467","Sample5024771",70342,0.0033280819201531
"809","Sample5024701","Sample5024838",70342,0.0033280819201531
"810","Sample5024771","Sample5025958",70342,0.0033280819201531
"811","Sample5024771","Sample5026910",70342,0.0033280819201531
"812","PU11","Sample5026402",69775,0.00330125552271306
"813","PU17","Sample5025125",69775,0.00330125552271306
"814","PU3","Sample5026729",69775,0.00330125552271306
"815","PU7","Sample5026443",69775,0.00330125552271306
"816","Sample5025266","Sample5025468",69775,0.00330125552271306
"817","Sample5024475","Sample5026240",69671,0.00329633498420554
"818","Sample5025964","Sample5026134",69671,0.00329633498420554
"819","PU3","Sample5026152",68875,0.00325867393947492
"820","PU3","Sample5026399",68875,0.00325867393947492
"821","Sample5024469","Sample5026152",68875,0.00325867393947492
"822","Sample5024469","Sample5026399",68875,0.00325867393947492
"823","Sample5024536","Sample5026152",68875,0.00325867393947492
"824","Sample5024536","Sample5026399",68875,0.00325867393947492
"825","Sample5025644","Sample5025964",68875,0.00325867393947492
"826","Sample5025654","Sample5026610",68875,0.00325867393947492
"827","Sample5025964","Sample5026206",68875,0.00325867393947492
"828","Sample5026392","Sample5026399",68875,0.00325867393947492
"829","Sample5026399","Sample5026610",68875,0.00325867393947492
"830","Sample5024244","Sample5025957",68824,0.00325626098309142
"831","Sample5024226","Sample5026054",68610,0.0032461360288548
"832","Sample5024513","Sample5026729",68610,0.0032461360288548
"833","Sample5026054","Sample5026452",68610,0.0032461360288548
"834","Sample5026316","Sample5026910",68610,0.0032461360288548
"835","PU22","Sample5025289",68347,0.0032336927439752
"836","Sample5025119","Sample5025964",68309,0.00323189485490515
"837","PU14","Sample5026133",68001,0.00321732249086365
"838","Sample5024513","Sample5026610",67906,0.00321282776818851
"839","Sample5024838","Sample5026402",67906,0.00321282776818851
"840","PU4","Sample5024055",67776,0.00320667709505411
"841","Sample5024069","Sample5025684",67776,0.00320667709505411
"842","Sample5024515","Sample5026175",67493,0.00319328755276923
"843","Sample5024591","Sample5025268",67493,0.00319328755276923
"844","Sample5025119","Sample5026175",67493,0.00319328755276923
"845","Sample5024171","Sample5024465",67172,0.00317810012141429
"846","Sample5024096","Sample5024165",67105,0.00317493015910656
"847","Sample5024165","Sample5026350",67105,0.00317493015910656
"848","Sample5025116","Sample5025504",67105,0.00317493015910656
"849","Sample5025116","Sample5026452",67105,0.00317493015910656
"850","Sample5025116","Sample5026460",67105,0.00317493015910656
"851","PU14","Sample5024244",66796,0.00316031048219479
"852","Sample5024513","Sample5024549",66550,0.0031486715161097
"853","PU11","Sample5024083",65938,0.00311971603950776
"854","PU26","Sample5024771",65938,0.00311971603950776
"855","PU4","Sample5024009",65938,0.00311971603950776
"856","Sample5024535","Sample5025967",65938,0.00311971603950776
"857","Sample5024252","Sample5025117",65794,0.00311290298618966
"858","PU11","Sample5026578",65562,0.00310192640028827
"859","Sample5025953","Sample5026742",65562,0.00310192640028827
"860","PU14","Sample5026443",65284,0.00308877342235471
"861","PU18","Sample5024179",65284,0.00308877342235471
"862","PU9","Sample5024833",65284,0.00308877342235471
"863","Sample5024704","Sample5025973",65284,0.00308877342235471
"864","Sample5024820","Sample5024833",65284,0.00308877342235471
"865","Sample5024833","Sample5026438",65284,0.00308877342235471
"866","Sample5025263","Sample5026437",65284,0.00308877342235471
"867","Sample5025644","Sample5026293",64691,0.00306071689028779
"868","PU14","Sample5026884",64586,0.00305574903891001
"869","Sample5024364","Sample5025122",63967,0.00302646237221622
"870","PU5","Sample5025982",63873,0.00302201496241134
"871","Sample5025643","Sample5025964",63863,0.0030215418337087
"872","PU14","Sample5025967",63768,0.00301704711103356
"873","Sample5025261","Sample5026460",63768,0.00301704711103356
"874","Sample5025973","Sample5026460",63768,0.00301704711103356
"875","Sample5025918","Sample5026911",63649,0.00301141687947207
"876","PU24","Sample5024992",63639,0.00301094375076943
"877","PU24","Sample5025957",63639,0.00301094375076943
"878","Sample5024771","Sample5024992",63639,0.00301094375076943
"879","Sample5024771","Sample5025957",63639,0.00301094375076943
"880","Sample5024992","Sample5025753",63639,0.00301094375076943
"881","Sample5025753","Sample5025958",63639,0.00301094375076943
"882","Sample5025199","Sample5026483",63521,0.0030053608320782
"883","Sample5024179","Sample5026302",63479,0.00300337369152709
"884","Sample5024465","Sample5026302",63479,0.00300337369152709
"885","Sample5024686","Sample5024964",63165,0.002988517450264
"886","Sample5024171","Sample5024179",63143,0.00298747656711818
"887","Sample5024006","Sample5024096",62804,0.00297143750409848
"888","Sample5024019","Sample5025065",62804,0.00297143750409848
"889","Sample5024082","Sample5024264",62804,0.00297143750409848
"890","Sample5024082","Sample5024992",62804,0.00297143750409848
"891","Sample5025065","Sample5026031",62804,0.00297143750409848
"892","Sample5026735","Sample5026916",62804,0.00297143750409848
"893","PU23","Sample5024992",62249,0.00294517886110162
"894","PU23","Sample5025957",62249,0.00294517886110162
"895","Sample5024467","Sample5024992",62249,0.00294517886110162
"896","Sample5024467","Sample5025957",62249,0.00294517886110162
"897","PU1","Sample5025643",61654,0.00291702770329418
"898","PU10","Sample5026735",61654,0.00291702770329418
"899","PU19","Sample5024818",61654,0.00291702770329418
"900","PU25","Sample5024009",61654,0.00291702770329418
"901","PU26","Sample5024009",61654,0.00291702770329418
"902","PU26","Sample5024069",61654,0.00291702770329418
"903","PU26","Sample5024096",61654,0.00291702770329418
"904","PU26","Sample5024113",61654,0.00291702770329418
"905","PU26","Sample5024244",61654,0.00291702770329418
"906","PU26","Sample5024463",61654,0.00291702770329418
"907","PU26","Sample5024475",61654,0.00291702770329418
"908","PU26","Sample5024549",61654,0.00291702770329418
"909","PU26","Sample5024820",61654,0.00291702770329418
"910","PU26","Sample5025076",61654,0.00291702770329418
"911","PU26","Sample5025257",61654,0.00291702770329418
"912","PU26","Sample5025504",61654,0.00291702770329418
"913","PU26","Sample5025747",61654,0.00291702770329418
"914","PU26","Sample5025923",61654,0.00291702770329418
"915","PU26","Sample5026773",61654,0.00291702770329418
"916","PU26","Sample5026910",61654,0.00291702770329418
"917","PU4","Sample5025334",61654,0.00291702770329418
"918","PU6","Sample5025125",61654,0.00291702770329418
"919","Sample5024009","Sample5024376",61654,0.00291702770329418
"920","Sample5024009","Sample5024414",61654,0.00291702770329418
"921","Sample5024009","Sample5025782",61654,0.00291702770329418
"922","Sample5024009","Sample5025909",61654,0.00291702770329418
"923","Sample5024009","Sample5026910",61654,0.00291702770329418
"924","Sample5024054","Sample5024244",61654,0.00291702770329418
"925","Sample5024054","Sample5025468",61654,0.00291702770329418
"926","Sample5024054","Sample5026698",61654,0.00291702770329418
"927","Sample5024082","Sample5026878",61654,0.00291702770329418
"928","Sample5024165","Sample5025964",61654,0.00291702770329418
"929","Sample5024171","Sample5026610",61654,0.00291702770329418
"930","Sample5024244","Sample5024818",61654,0.00291702770329418
"931","Sample5024244","Sample5024820",61654,0.00291702770329418
"932","Sample5024244","Sample5026438",61654,0.00291702770329418
"933","Sample5024244","Sample5026588",61654,0.00291702770329418
"934","Sample5024244","Sample5026910",61654,0.00291702770329418
"935","Sample5024414","Sample5025257",61654,0.00291702770329418
"936","Sample5024463","Sample5025098",61654,0.00291702770329418
"937","Sample5024549","Sample5025098",61654,0.00291702770329418
"938","Sample5024686","Sample5024981",61654,0.00291702770329418
"939","Sample5024704","Sample5026433",61654,0.00291702770329418
"940","Sample5024771","Sample5026911",61654,0.00291702770329418
"941","Sample5024818","Sample5026718",61654,0.00291702770329418
"942","Sample5024818","Sample5026771",61654,0.00291702770329418
"943","Sample5024819","Sample5025257",61654,0.00291702770329418
"944","Sample5024838","Sample5025261",61654,0.00291702770329418
"945","Sample5024964","Sample5026437",61654,0.00291702770329418
"946","Sample5025065","Sample5026712",61654,0.00291702770329418
"947","Sample5025122","Sample5026847",61654,0.00291702770329418
"948","Sample5025266","Sample5025909",61654,0.00291702770329418
"949","Sample5025973","Sample5026468",61654,0.00291702770329418
"950","Sample5026031","Sample5026883",61654,0.00291702770329418
"951","Sample5026407","Sample5026847",61654,0.00291702770329418
"952","Sample5026729","Sample5026773",61654,0.00291702770329418
"953","Sample5026735","Sample5026883",61654,0.00291702770329418
"954","Sample5025643","Sample5025644",61580,0.0029135265508946
"955","PU11","Sample5024442",61200,0.00289554766019405
"956","PU12","PU3",61200,0.00289554766019405
"957","PU12","Sample5024055",61200,0.00289554766019405
"958","PU26","Sample5024055",61200,0.00289554766019405
"959","PU28","Sample5026847",61200,0.00289554766019405
"960","PU4","Sample5024054",61200,0.00289554766019405
"961","PU4","Sample5026409",61200,0.00289554766019405
"962","Sample5024029","Sample5024414",61200,0.00289554766019405
"963","Sample5024029","Sample5024610",61200,0.00289554766019405
"964","Sample5024054","Sample5024055",61200,0.00289554766019405
"965","Sample5024054","Sample5024469",61200,0.00289554766019405
"966","Sample5024054","Sample5025684",61200,0.00289554766019405
"967","Sample5024055","Sample5025257",61200,0.00289554766019405
"968","Sample5024055","Sample5025684",61200,0.00289554766019405
"969","Sample5024055","Sample5026438",61200,0.00289554766019405
"970","Sample5024069","Sample5024376",61200,0.00289554766019405
"971","Sample5024082","Sample5026433",61200,0.00289554766019405
"972","Sample5024414","Sample5024610",61200,0.00289554766019405
"973","Sample5024414","Sample5025289",61200,0.00289554766019405
"974","Sample5024831","Sample5026441",61200,0.00289554766019405
"975","Sample5025065","Sample5025289",61200,0.00289554766019405
"976","Sample5025065","Sample5025468",61200,0.00289554766019405
"977","Sample5025199","Sample5026441",61200,0.00289554766019405
"978","Sample5025263","Sample5026480",61200,0.00289554766019405
"979","Sample5025499","Sample5026152",61200,0.00289554766019405
"980","Sample5025684","Sample5026031",61200,0.00289554766019405
"981","Sample5025684","Sample5026438",61200,0.00289554766019405
"982","Sample5025954","Sample5026297",61200,0.00289554766019405
"983","Sample5025954","Sample5026433",61200,0.00289554766019405
"984","Sample5026142","Sample5026433",61200,0.00289554766019405
"985","Sample5026297","Sample5026871",61200,0.00289554766019405
"986","Sample5026378","Sample5026814",61200,0.00289554766019405
"987","Sample5026578","Sample5026793",61200,0.00289554766019405
"988","Sample5024165","Sample5026400",61187,0.00289493259288061
"989","Sample5024884","Sample5024964",61187,0.00289493259288061
"990","Sample5024884","Sample5025918",60639,0.0028690051399756
"991","Sample5024047","Sample5024536",60533,0.00286398997572755
