"fid1","iid1","fid2","iid2","m","ibd0","ibd1","ibd2"
"Luapula","Sample5026435","Copperbelt","Sample5026771",20,1,0,0
"Luapula","Sample5026435","North-Western","Sample5026773",2.86775220170156,0.726,0.274,0
"Luapula","Sample5026435","Copperbelt","Sample5026793",20,1,0,0
"Luapula","Sample5026435","Copperbelt","Sample5026805",20,1,0,0
"Luapula","Sample5026435","Copperbelt","Sample5026814",4.12029423371771,0.885,0.115,0
"Luapula","Sample5026435","Copperbelt","Sample5026847",2.37706964907982,0.615,0.385,0
"Luapula","Sample5026435","Copperbelt","Sample5026866",20,1,0,0
"Luapula","Sample5026435","Eastern","Sample5026871",20,1,0,0
"Luapula","Sample5026435","Eastern","Sample5026877",20,1,0,0
"Luapula","Sample5026435","Eastern","Sample5026878",20,1,0,0
"Luapula","Sample5026435","Eastern","Sample5026883",20,1,0,0
"Luapula","Sample5026435","Eastern","Sample5026884",20,1,0,0
"Luapula","Sample5026435","Eastern","Sample5026910",2.9378782880922,0.739,0.261,0
"Luapula","Sample5026435","Eastern","Sample5026911",20,1,0,0
"Luapula","Sample5026435","Eastern","Sample5026916",20,1,0,0
"Luapula","Sample5026435","Other","Sample5027250",20,1,0,0
"Luapula","Sample5026437","Luapula","Sample5026438",1.07400058144378,0.05,0.95,0
"Luapula","Sample5026437","Luapula","Sample5026441",1.16004041251047,0.105,0.895,0
"Luapula","Sample5026437","Luapula","Sample5026443",1.22431729826094,0.144,0.856,0
"Luapula","Sample5026437","Luapula","Sample5026450",20,1,0,0
"Luapula","Sample5026437","Luapula","Sample5026452",1.47192883542126,0.279,0.721,0
"Luapula","Sample5026437","Luapula","Sample5026460",2.43830727860169,0.631,0.369,0
"Luapula","Sample5026437","Luapula","Sample5026468",1.29335894269059,0.184,0.816,0
"Luapula","Sample5026437","Luapula","Sample5026480",2.2276920250416,0.573,0.427,0
"Luapula","Sample5026437","Western","Sample5026483",2.41503749927884,0.625,0.375,0
"Luapula","Sample5026437","Northern","Sample5026578",1.10469737866669,0.07,0.93,0
"Luapula","Sample5026437","Northern","Sample5026584",1.43050890804128,0.258,0.742,0
"Luapula","Sample5026437","Northern","Sample5026588",1.02326977932285,0.016,0.984,0
"Luapula","Sample5026437","Northern","Sample5026596",20,1,0,0
"Luapula","Sample5026437","Copperbelt","Sample5026610",2.2688167584278,0.585,0.415,0
"Luapula","Sample5026437","Copperbelt","Sample5026616",20,1,0,0
"Luapula","Sample5026437","Copperbelt","Sample5026698",2.22431729826094,0.572,0.428,0
"Luapula","Sample5026437","North-Western","Sample5026712",1.27578631324264,0.174,0.826,0
"Luapula","Sample5026437","Copperbelt","Sample5026718",20,1,0,0
"Luapula","Sample5026437","North-Western","Sample5026727",2.53533173299656,0.655,0.345,0
"Luapula","Sample5026437","North-Western","Sample5026729",2.65744525452268,0.683,0.317,0
"Luapula","Sample5026437","North-Western","Sample5026735",1.41503749927884,0.25,0.75,0
"Luapula","Sample5026437","Copperbelt","Sample5026742",2.41119543298445,0.624,0.376,0
"Luapula","Sample5026437","Copperbelt","Sample5026760",3.41119543298445,0.812,0.188,0
"Luapula","Sample5026437","Copperbelt","Sample5026771",20,1,0,0
"Luapula","Sample5026437","North-Western","Sample5026773",1.13606154957603,0.09,0.91,0
"Luapula","Sample5026437","Copperbelt","Sample5026793",1.53533173299656,0.31,0.69,0
"Luapula","Sample5026437","Copperbelt","Sample5026805",20,1,0,0
"Luapula","Sample5026437","Copperbelt","Sample5026814",1.18442457113743,0.12,0.88,0
"Luapula","Sample5026437","Copperbelt","Sample5026847",1.08467032398699,0.057,0.943,0
"Luapula","Sample5026437","Copperbelt","Sample5026866",2.47393118833241,0.64,0.36,0
"Luapula","Sample5026437","Eastern","Sample5026871",1.19429481516149,0.126,0.874,0
"Luapula","Sample5026437","Eastern","Sample5026877",1.95176381434715,0.483,0.517,0
"Luapula","Sample5026437","Eastern","Sample5026878",1.30044836747691,0.188,0.812,0
"Luapula","Sample5026437","Eastern","Sample5026883",1.73216460790238,0.398,0.602,0
"Luapula","Sample5026437","Eastern","Sample5026884",1.34190279464863,0.211,0.789,0
"Luapula","Sample5026437","Eastern","Sample5026910",1.11872693857075,0.079,0.921,0
"Luapula","Sample5026437","Eastern","Sample5026911",2.59509687785487,0.669,0.331,0
"Luapula","Sample5026437","Eastern","Sample5026916",1.38646834708207,0.235,0.765,0
"Luapula","Sample5026437","Other","Sample5027250",1.28103566424046,0.177,0.823,0
"Luapula","Sample5026438","Luapula","Sample5026441",1.12029423371771,0.08,0.92,0
"Luapula","Sample5026438","Luapula","Sample5026443",1.23276896297612,0.149,0.851,0
"Luapula","Sample5026438","Luapula","Sample5026450",20,1,0,0
"Luapula","Sample5026438","Luapula","Sample5026452",1.3621579396759,0.222,0.778,0
"Luapula","Sample5026438","Luapula","Sample5026460",2.36587144247496,0.612,0.388,0
"Luapula","Sample5026438","Luapula","Sample5026468",1.24810786159569,0.158,0.842,0
"Luapula","Sample5026438","Luapula","Sample5026480",1.83135796444116,0.438,0.562,0
"Luapula","Sample5026438","Western","Sample5026483",2.2827897009804,0.589,0.411,0
"Luapula","Sample5026438","Northern","Sample5026578",1.07704103576383,0.052,0.948,0
"Luapula","Sample5026438","Northern","Sample5026584",1.37145968073724,0.227,0.773,0
"Luapula","Sample5026438","Northern","Sample5026588",1.0335695326937,0.023,0.977,0
"Luapula","Sample5026438","Northern","Sample5026596",20,1,0,0
"Luapula","Sample5026438","Copperbelt","Sample5026610",2.19099722506091,0.562,0.438,0
"Luapula","Sample5026438","Copperbelt","Sample5026616",20,1,0,0
"Luapula","Sample5026438","Copperbelt","Sample5026698",2.10469737866669,0.535,0.465,0
"Luapula","Sample5026438","North-Western","Sample5026712",1.2688167584278,0.17,0.83,0
"Luapula","Sample5026438","Copperbelt","Sample5026718",20,1,0,0
"Luapula","Sample5026438","North-Western","Sample5026727",2.35475948735473,0.609,0.391,0
"Luapula","Sample5026438","North-Western","Sample5026729",2.16488438474178,0.554,0.446,0
"Luapula","Sample5026438","North-Western","Sample5026735",1.37145968073724,0.227,0.773,0
"Luapula","Sample5026438","Copperbelt","Sample5026742",2.35107444054688,0.608,0.392,0
"Luapula","Sample5026438","Copperbelt","Sample5026760",2.95455702923883,0.742,0.258,0
"Luapula","Sample5026438","Copperbelt","Sample5026771",20,1,0,0
"Luapula","Sample5026438","North-Western","Sample5026773",1.12186323337305,0.081,0.919,0
"Luapula","Sample5026438","Copperbelt","Sample5026793",1.41696237620334,0.251,0.749,0
"Luapula","Sample5026438","Copperbelt","Sample5026805",20,1,0,0
"Luapula","Sample5026438","Copperbelt","Sample5026814",1.14241704461585,0.094,0.906,0
"Luapula","Sample5026438","Copperbelt","Sample5026847",1.06793882865658,0.046,0.954,0
"Luapula","Sample5026438","Copperbelt","Sample5026866",2.26188071121742,0.583,0.417,0
"Luapula","Sample5026438","Eastern","Sample5026871",1.15360697914764,0.101,0.899,0
"Luapula","Sample5026438","Eastern","Sample5026877",1.8390798118189,0.441,0.559,0
"Luapula","Sample5026438","Eastern","Sample5026878",1.24982229440694,0.159,0.841,0
"Luapula","Sample5026438","Eastern","Sample5026883",1.50430483737593,0.295,0.705,0
"Luapula","Sample5026438","Eastern","Sample5026884",1.2827897009804,0.178,0.822,0
"Luapula","Sample5026438","Eastern","Sample5026910",1.11091590140185,0.074,0.926,0
"Luapula","Sample5026438","Eastern","Sample5026911",2.45008444637804,0.634,0.366,0
"Luapula","Sample5026438","Eastern","Sample5026916",1.3382504001893,0.209,0.791,0
"Luapula","Sample5026438","Other","Sample5027250",1.31473259348316,0.196,0.804,0
"Luapula","Sample5026441","Luapula","Sample5026443",1.36959452851768,0.226,0.774,0
"Luapula","Sample5026441","Luapula","Sample5026450",20,1,0,0
"Luapula","Sample5026441","Luapula","Sample5026452",1.65744525452268,0.366,0.634,0
"Luapula","Sample5026441","Luapula","Sample5026460",2.83135796444116,0.719,0.281,0
"Luapula","Sample5026441","Luapula","Sample5026468",1.38270151715915,0.233,0.767,0
"Luapula","Sample5026441","Luapula","Sample5026480",2.77595972578207,0.708,0.292,0
"Luapula","Sample5026441","Western","Sample5026483",2.56064282152574,0.661,0.339,0
"Luapula","Sample5026441","Northern","Sample5026578",1.1456053222469,0.096,0.904,0
"Luapula","Sample5026441","Northern","Sample5026584",1.62370961666295,0.351,0.649,0
"Luapula","Sample5026441","Northern","Sample5026588",1.0785636691937,0.053,0.947,0
"Luapula","Sample5026441","Northern","Sample5026596",20,1,0,0
"Luapula","Sample5026441","Copperbelt","Sample5026610",2.608232280044,0.672,0.328,0
"Luapula","Sample5026441","Copperbelt","Sample5026616",20,1,0,0
"Luapula","Sample5026441","Copperbelt","Sample5026698",2.46992925777492,0.639,0.361,0
"Luapula","Sample5026441","North-Western","Sample5026712",1.39403164115854,0.239,0.761,0
"Luapula","Sample5026441","Copperbelt","Sample5026718",20,1,0,0
"Luapula","Sample5026441","North-Western","Sample5026727",2.74178261046398,0.701,0.299,0
"Luapula","Sample5026441","North-Western","Sample5026729",3.32192809488736,0.8,0.2,0
"Luapula","Sample5026441","North-Western","Sample5026735",1.61043318823727,0.345,0.655,0
"Luapula","Sample5026441","Copperbelt","Sample5026742",2.68965987938785,0.69,0.31,0
"Luapula","Sample5026441","Copperbelt","Sample5026760",20,1,0,0
"Luapula","Sample5026441","Copperbelt","Sample5026771",20,1,0,0
"Luapula","Sample5026441","North-Western","Sample5026773",1.17788172527066,0.116,0.884,0
"Luapula","Sample5026441","Copperbelt","Sample5026793",1.76366046083163,0.411,0.589,0
"Luapula","Sample5026441","Copperbelt","Sample5026805",20,1,0,0
"Luapula","Sample5026441","Copperbelt","Sample5026814",1.21759143507263,0.14,0.86,0
"Luapula","Sample5026441","Copperbelt","Sample5026847",1.11872693857075,0.079,0.921,0
"Luapula","Sample5026441","Copperbelt","Sample5026866",2.75633091903314,0.704,0.296,0
"Luapula","Sample5026441","Eastern","Sample5026871",1.31114825613412,0.194,0.806,0
"Luapula","Sample5026441","Eastern","Sample5026877",2.74178261046398,0.701,0.299,0
"Luapula","Sample5026441","Eastern","Sample5026878",1.38646834708207,0.235,0.765,0
"Luapula","Sample5026441","Eastern","Sample5026883",1.97994234765875,0.493,0.507,0
"Luapula","Sample5026441","Eastern","Sample5026884",1.44026347556702,0.263,0.737,0
"Luapula","Sample5026441","Eastern","Sample5026910",1.18935125221735,0.123,0.877,0
"Luapula","Sample5026441","Eastern","Sample5026911",2.87832144341175,0.728,0.272,0
"Luapula","Sample5026441","Eastern","Sample5026916",1.54793176977619,0.316,0.684,0
"Luapula","Sample5026441","Other","Sample5027250",1.40927822999016,0.247,0.753,0
"Luapula","Sample5026443","Luapula","Sample5026450",20,1,0,0
"Luapula","Sample5026443","Luapula","Sample5026452",1.9105018491609,0.468,0.532,0
"Luapula","Sample5026443","Luapula","Sample5026460",3.06491747668134,0.761,0.239,0
"Luapula","Sample5026443","Luapula","Sample5026468",1.52076943879366,0.303,0.697,0
"Luapula","Sample5026443","Luapula","Sample5026480",7.64385618977472,0.99,0.01,0
"Luapula","Sample5026443","Western","Sample5026483",3.30044836747691,0.797,0.203,0
"Luapula","Sample5026443","Northern","Sample5026578",1.21759143507263,0.14,0.86,0
"Luapula","Sample5026443","Northern","Sample5026584",1.91593573521153,0.47,0.53,0
"Luapula","Sample5026443","Northern","Sample5026588",1.09696172988709,0.065,0.935,0
"Luapula","Sample5026443","Northern","Sample5026596",20,1,0,0
"Luapula","Sample5026443","Copperbelt","Sample5026610",3.27229732716276,0.793,0.207,0
"Luapula","Sample5026443","Copperbelt","Sample5026616",20,1,0,0
"Luapula","Sample5026443","Copperbelt","Sample5026698",2.88896868761126,0.73,0.27,0
"Luapula","Sample5026443","North-Western","Sample5026712",1.55639334852439,0.32,0.68,0
"Luapula","Sample5026443","Copperbelt","Sample5026718",20,1,0,0
"Luapula","Sample5026443","North-Western","Sample5026727",3.39592867633114,0.81,0.19,0
"Luapula","Sample5026443","North-Western","Sample5026729",20,1,0,0
"Luapula","Sample5026443","North-Western","Sample5026735",1.8416629728329,0.442,0.558,0
"Luapula","Sample5026443","Copperbelt","Sample5026742",3.43440282414578,0.815,0.185,0
"Luapula","Sample5026443","Copperbelt","Sample5026760",20,1,0,0
"Luapula","Sample5026443","Copperbelt","Sample5026771",20,1,0,0
"Luapula","Sample5026443","North-Western","Sample5026773",1.26015189730067,0.165,0.835,0
"Luapula","Sample5026443","Copperbelt","Sample5026793",2.18442457113743,0.56,0.44,0
"Luapula","Sample5026443","Copperbelt","Sample5026805",20,1,0,0
"Luapula","Sample5026443","Copperbelt","Sample5026814",1.37519723474705,0.229,0.771,0
"Luapula","Sample5026443","Copperbelt","Sample5026847",1.18442457113743,0.12,0.88,0
"Luapula","Sample5026443","Copperbelt","Sample5026866",3.38082178394093,0.808,0.192,0
"Luapula","Sample5026443","Eastern","Sample5026871",1.43050890804128,0.258,0.742,0
"Luapula","Sample5026443","Eastern","Sample5026877",4.17136841831198,0.889,0.111,0
"Luapula","Sample5026443","Eastern","Sample5026878",1.57776699931695,0.33,0.67,0
"Luapula","Sample5026443","Eastern","Sample5026883",2.52284078881336,0.652,0.348,0
"Luapula","Sample5026443","Eastern","Sample5026884",1.70368943929191,0.386,0.614,0
"Luapula","Sample5026443","Eastern","Sample5026910",1.25325728422226,0.161,0.839,0
"Luapula","Sample5026443","Eastern","Sample5026911",3.58207999218803,0.833,0.167,0
"Luapula","Sample5026443","Eastern","Sample5026916",1.85464861442738,0.447,0.553,0
"Luapula","Sample5026443","Other","Sample5027250",1.64385618977472,0.36,0.64,0
"Luapula","Sample5026450","Luapula","Sample5026452",20,1,0,0
"Luapula","Sample5026450","Luapula","Sample5026460",20,1,0,0
"Luapula","Sample5026450","Luapula","Sample5026468",20,1,0,0
"Luapula","Sample5026450","Luapula","Sample5026480",20,1,0,0
"Luapula","Sample5026450","Western","Sample5026483",20,1,0,0
"Luapula","Sample5026450","Northern","Sample5026578",20,1,0,0
"Luapula","Sample5026450","Northern","Sample5026584",20,1,0,0
"Luapula","Sample5026450","Northern","Sample5026588",20,1,0,0
"Luapula","Sample5026450","Northern","Sample5026596",20,1,0,0
"Luapula","Sample5026450","Copperbelt","Sample5026610",20,1,0,0
"Luapula","Sample5026450","Copperbelt","Sample5026616",20,1,0,0
"Luapula","Sample5026450","Copperbelt","Sample5026698",20,1,0,0
"Luapula","Sample5026450","North-Western","Sample5026712",20,1,0,0
"Luapula","Sample5026450","Copperbelt","Sample5026718",20,1,0,0
"Luapula","Sample5026450","North-Western","Sample5026727",20,1,0,0
"Luapula","Sample5026450","North-Western","Sample5026729",20,1,0,0
"Luapula","Sample5026450","North-Western","Sample5026735",20,1,0,0
"Luapula","Sample5026450","Copperbelt","Sample5026742",20,1,0,0
"Luapula","Sample5026450","Copperbelt","Sample5026760",20,1,0,0
"Luapula","Sample5026450","Copperbelt","Sample5026771",20,1,0,0
"Luapula","Sample5026450","North-Western","Sample5026773",20,1,0,0
"Luapula","Sample5026450","Copperbelt","Sample5026793",20,1,0,0
"Luapula","Sample5026450","Copperbelt","Sample5026805",20,1,0,0
"Luapula","Sample5026450","Copperbelt","Sample5026814",20,1,0,0
"Luapula","Sample5026450","Copperbelt","Sample5026847",20,1,0,0
"Luapula","Sample5026450","Copperbelt","Sample5026866",20,1,0,0
"Luapula","Sample5026450","Eastern","Sample5026871",20,1,0,0
"Luapula","Sample5026450","Eastern","Sample5026877",20,1,0,0
"Luapula","Sample5026450","Eastern","Sample5026878",20,1,0,0
"Luapula","Sample5026450","Eastern","Sample5026883",20,1,0,0
"Luapula","Sample5026450","Eastern","Sample5026884",20,1,0,0
"Luapula","Sample5026450","Eastern","Sample5026910",20,1,0,0
"Luapula","Sample5026450","Eastern","Sample5026911",20,1,0,0
"Luapula","Sample5026450","Eastern","Sample5026916",20,1,0,0
"Luapula","Sample5026450","Other","Sample5027250",20,1,0,0
"Luapula","Sample5026452","Luapula","Sample5026460",4.81603716515741,0.929,0.071,0
"Luapula","Sample5026452","Luapula","Sample5026468",2.07400058144378,0.525,0.475,0
"Luapula","Sample5026452","Luapula","Sample5026480",20,1,0,0
"Luapula","Sample5026452","Western","Sample5026483",4.69899774396719,0.923,0.077,0
"Luapula","Sample5026452","Northern","Sample5026578",1.38646834708207,0.235,0.765,0
"Luapula","Sample5026452","Northern","Sample5026584",3.08314123530025,0.764,0.236,0
"Luapula","Sample5026452","Northern","Sample5026588",1.18278607574167,0.119,0.881,0
"Luapula","Sample5026452","Northern","Sample5026596",20,1,0,0
"Luapula","Sample5026452","Copperbelt","Sample5026610",4.96578428466209,0.936,0.064,0
"Luapula","Sample5026452","Copperbelt","Sample5026616",20,1,0,0
"Luapula","Sample5026452","Copperbelt","Sample5026698",4.27928375747887,0.897,0.103,0
"Luapula","Sample5026452","North-Western","Sample5026712",2.45403163089471,0.635,0.365,0
"Luapula","Sample5026452","Copperbelt","Sample5026718",20,1,0,0
"Luapula","Sample5026452","North-Western","Sample5026727",4.75633091903314,0.926,0.074,0
"Luapula","Sample5026452","North-Western","Sample5026729",20,1,0,0
"Luapula","Sample5026452","North-Western","Sample5026735",3.265344566521,0.792,0.208,0
"Luapula","Sample5026452","Copperbelt","Sample5026742",5.47393118833241,0.955,0.045,0
"Luapula","Sample5026452","Copperbelt","Sample5026760",20,1,0,0
"Luapula","Sample5026452","Copperbelt","Sample5026771",20,1,0,0
"Luapula","Sample5026452","North-Western","Sample5026773",1.5929192245495,0.337,0.663,0
"Luapula","Sample5026452","Copperbelt","Sample5026793",4.12029423371771,0.885,0.115,0
"Luapula","Sample5026452","Copperbelt","Sample5026805",20,1,0,0
"Luapula","Sample5026452","Copperbelt","Sample5026814",1.55639334852439,0.32,0.68,0
"Luapula","Sample5026452","Copperbelt","Sample5026847",1.29689930039584,0.186,0.814,0
"Luapula","Sample5026452","Copperbelt","Sample5026866",4.47393118833241,0.91,0.09,0
"Luapula","Sample5026452","Eastern","Sample5026871",1.9105018491609,0.468,0.532,0
"Luapula","Sample5026452","Eastern","Sample5026877",20,1,0,0
"Luapula","Sample5026452","Eastern","Sample5026878",2.08314123530025,0.528,0.472,0
"Luapula","Sample5026452","Eastern","Sample5026883",20,1,0,0
"Luapula","Sample5026452","Eastern","Sample5026884",2.55215635563791,0.659,0.341,0
"Luapula","Sample5026452","Eastern","Sample5026910",1.46793244771097,0.277,0.723,0
"Luapula","Sample5026452","Eastern","Sample5026911",6.64385618977472,0.98,0.02,0
"Luapula","Sample5026452","Eastern","Sample5026916",3.23107466443625,0.787,0.213,0
"Luapula","Sample5026452","Other","Sample5027250",2.17788172527066,0.558,0.442,0
"Luapula","Sample5026460","Luapula","Sample5026468",3.49817873457909,0.823,0.177,0
"Luapula","Sample5026460","Luapula","Sample5026480",20,1,0,0
"Luapula","Sample5026460","Western","Sample5026483",7.79585928321977,0.991,0.009,0
"Luapula","Sample5026460","Northern","Sample5026578",2.34739878240348,0.607,0.393,0
"Luapula","Sample5026460","Northern","Sample5026584",4.36587144247496,0.903,0.097,0
"Luapula","Sample5026460","Northern","Sample5026588",1.97426243858639,0.491,0.509,0
"Luapula","Sample5026460","Northern","Sample5026596",20,1,0,0
"Luapula","Sample5026460","Copperbelt","Sample5026610",6.64385618977472,0.98,0.02,0
"Luapula","Sample5026460","Copperbelt","Sample5026616",20,1,0,0
"Luapula","Sample5026460","Copperbelt","Sample5026698",4.98850436116217,0.937,0.063,0
"Luapula","Sample5026460","North-Western","Sample5026712",3.8059129478837,0.857,0.143,0
"Luapula","Sample5026460","Copperbelt","Sample5026718",20,1,0,0
"Luapula","Sample5026460","North-Western","Sample5026727",7.79585928321977,0.991,0.009,0
"Luapula","Sample5026460","North-Western","Sample5026729",20,1,0,0
"Luapula","Sample5026460","North-Western","Sample5026735",5.21089678249862,0.946,0.054,0
"Luapula","Sample5026460","Copperbelt","Sample5026742",8.15842936260448,0.993,0.007,0
"Luapula","Sample5026460","Copperbelt","Sample5026760",20,1,0,0
"Luapula","Sample5026460","Copperbelt","Sample5026771",20,1,0,0
"Luapula","Sample5026460","North-Western","Sample5026773",2.50635266602479,0.648,0.352,0
"Luapula","Sample5026460","Copperbelt","Sample5026793",6.50635266602479,0.978,0.022,0
"Luapula","Sample5026460","Copperbelt","Sample5026805",20,1,0,0
"Luapula","Sample5026460","Copperbelt","Sample5026814",2.71311885221184,0.695,0.305,0
"Luapula","Sample5026460","Copperbelt","Sample5026847",2.18770715512673,0.561,0.439,0
"Luapula","Sample5026460","Copperbelt","Sample5026866",20,1,0,0
"Luapula","Sample5026460","Eastern","Sample5026871",3.16488438474178,0.777,0.223,0
"Luapula","Sample5026460","Eastern","Sample5026877",20,1,0,0
"Luapula","Sample5026460","Eastern","Sample5026878",3.49817873457909,0.823,0.177,0
"Luapula","Sample5026460","Eastern","Sample5026883",20,1,0,0
"Luapula","Sample5026460","Eastern","Sample5026884",4.01158797427521,0.876,0.124,0
"Luapula","Sample5026460","Eastern","Sample5026910",2.35107444054688,0.608,0.392,0
"Luapula","Sample5026460","Eastern","Sample5026911",20,1,0,0
"Luapula","Sample5026460","Eastern","Sample5026916",4.49005085369569,0.911,0.089,0
"Luapula","Sample5026460","Other","Sample5027250",3.68038206579984,0.844,0.156,0
"Luapula","Sample5026468","Luapula","Sample5026480",3.71961202741594,0.72,0.257,0.023
"Luapula","Sample5026468","Western","Sample5026483",3.40354186044101,0.811,0.189,0
"Luapula","Sample5026468","Northern","Sample5026578",1.26707961789174,0.169,0.831,0
"Luapula","Sample5026468","Northern","Sample5026584",2.10159814000781,0.534,0.466,0
"Luapula","Sample5026468","Northern","Sample5026588",1.12658049656514,0.084,0.916,0
"Luapula","Sample5026468","Northern","Sample5026596",20,1,0,0
"Luapula","Sample5026468","Copperbelt","Sample5026610",3.37332724739401,0.807,0.193,0
"Luapula","Sample5026468","Copperbelt","Sample5026616",20,1,0,0
"Luapula","Sample5026468","Copperbelt","Sample5026698",3.08926733809709,0.765,0.235,0
"Luapula","Sample5026468","North-Western","Sample5026712",1.81857935971986,0.433,0.567,0
"Luapula","Sample5026468","Copperbelt","Sample5026718",20,1,0,0
"Luapula","Sample5026468","North-Western","Sample5026727",3.77595972578207,0.854,0.146,0
"Luapula","Sample5026468","North-Western","Sample5026729",20,1,0,0
"Luapula","Sample5026468","North-Western","Sample5026735",1.91321623385793,0.469,0.531,0
"Luapula","Sample5026468","Copperbelt","Sample5026742",3.82623293226329,0.859,0.141,0
"Luapula","Sample5026468","Copperbelt","Sample5026760",20,1,0,0
"Luapula","Sample5026468","Copperbelt","Sample5026771",20,1,0,0
"Luapula","Sample5026468","North-Western","Sample5026773",1.31114825613412,0.194,0.806,0
"Luapula","Sample5026468","Copperbelt","Sample5026793",2.11403524324603,0.538,0.462,0
"Luapula","Sample5026468","Copperbelt","Sample5026805",20,1,0,0
"Luapula","Sample5026468","Copperbelt","Sample5026814",1.35660554652011,0.219,0.781,0
"Luapula","Sample5026468","Copperbelt","Sample5026847",1.18606492951868,0.121,0.879,0
"Luapula","Sample5026468","Copperbelt","Sample5026866",3.30044836747691,0.797,0.203,0
"Luapula","Sample5026468","Eastern","Sample5026871",1.550042516372,0.317,0.683,0
"Luapula","Sample5026468","Eastern","Sample5026877",4.05683122259668,0.781,0.205,0.014
"Luapula","Sample5026468","Eastern","Sample5026878",1.68965987938785,0.38,0.62,0
"Luapula","Sample5026468","Eastern","Sample5026883",3.55140994101013,0.69,0.282,0.029
"Luapula","Sample5026468","Eastern","Sample5026884",1.86775220170156,0.452,0.548,0
"Luapula","Sample5026468","Eastern","Sample5026910",1.29689930039584,0.186,0.814,0
"Luapula","Sample5026468","Eastern","Sample5026911",4.42662547355406,0.907,0.093,0
"Luapula","Sample5026468","Eastern","Sample5026916",1.9296106721086,0.475,0.525,0
"Luapula","Sample5026468","Other","Sample5027250",1.62370961666295,0.351,0.649,0
"Luapula","Sample5026480","Western","Sample5026483",20,1,0,0
"Luapula","Sample5026480","Northern","Sample5026578",2.01741705307741,0.506,0.494,0
"Luapula","Sample5026480","Northern","Sample5026584",20,1,0,0
"Luapula","Sample5026480","Northern","Sample5026588",1.45008444637804,0.268,0.732,0
"Luapula","Sample5026480","Northern","Sample5026596",20,1,0,0
"Luapula","Sample5026480","Copperbelt","Sample5026610",20,1,0,0
"Luapula","Sample5026480","Copperbelt","Sample5026616",20,1,0,0
"Luapula","Sample5026480","Copperbelt","Sample5026698",20,1,0,0
"Luapula","Sample5026480","North-Western","Sample5026712",20,1,0,0
"Luapula","Sample5026480","Copperbelt","Sample5026718",20,1,0,0
"Luapula","Sample5026480","North-Western","Sample5026727",20,1,0,0
"Luapula","Sample5026480","North-Western","Sample5026729",20,1,0,0
"Luapula","Sample5026480","North-Western","Sample5026735",20,1,0,0
"Luapula","Sample5026480","Copperbelt","Sample5026742",20,1,0,0
"Luapula","Sample5026480","Copperbelt","Sample5026760",20,1,0,0
"Luapula","Sample5026480","Copperbelt","Sample5026771",20,1,0,0
"Luapula","Sample5026480","North-Western","Sample5026773",2.06190243892591,0.521,0.479,0
"Luapula","Sample5026480","Copperbelt","Sample5026793",20,1,0,0
"Luapula","Sample5026480","Copperbelt","Sample5026805",20,1,0,0
"Luapula","Sample5026480","Copperbelt","Sample5026814",2.47393118833241,0.64,0.36,0
"Luapula","Sample5026480","Copperbelt","Sample5026847",1.76366046083163,0.411,0.589,0
"Luapula","Sample5026480","Copperbelt","Sample5026866",20,1,0,0
"Luapula","Sample5026480","Eastern","Sample5026871",4.10780328953452,0.884,0.116,0
"Luapula","Sample5026480","Eastern","Sample5026877",20,1,0,0
"Luapula","Sample5026480","Eastern","Sample5026878",5.18322182405577,0.895,0.103,0.003
"Luapula","Sample5026480","Eastern","Sample5026883",20,1,0,0
"Luapula","Sample5026480","Eastern","Sample5026884",20,1,0,0
"Luapula","Sample5026480","Eastern","Sample5026910",1.9378782880922,0.478,0.522,0
"Luapula","Sample5026480","Eastern","Sample5026911",20,1,0,0
"Luapula","Sample5026480","Eastern","Sample5026916",20,1,0,0
"Luapula","Sample5026480","Other","Sample5027250",20,1,0,0
"Western","Sample5026483","Northern","Sample5026578",2.46195854666634,0.637,0.363,0
"Western","Sample5026483","Northern","Sample5026584",4.608232280044,0.918,0.082,0
"Western","Sample5026483","Northern","Sample5026588",1.96860480372447,0.489,0.511,0
"Western","Sample5026483","Northern","Sample5026596",20,1,0,0
"Western","Sample5026483","Copperbelt","Sample5026610",5.87832144341175,0.966,0.034,0
"Western","Sample5026483","Copperbelt","Sample5026616",20,1,0,0
"Western","Sample5026483","Copperbelt","Sample5026698",5.608232280044,0.959,0.041,0
"Western","Sample5026483","North-Western","Sample5026712",4.0350469470992,0.878,0.122,0
"Western","Sample5026483","Copperbelt","Sample5026718",20,1,0,0
"Western","Sample5026483","North-Western","Sample5026727",5.79585928321977,0.964,0.036,0
"Western","Sample5026483","North-Western","Sample5026729",20,1,0,0
"Western","Sample5026483","North-Western","Sample5026735",4.83650126771712,0.93,0.07,0
"Western","Sample5026483","Copperbelt","Sample5026742",7.50635266602479,0.989,0.011,0
"Western","Sample5026483","Copperbelt","Sample5026760",20,1,0,0
"Western","Sample5026483","Copperbelt","Sample5026771",20,1,0,0
"Western","Sample5026483","North-Western","Sample5026773",2.63039392996816,0.677,0.323,0
"Western","Sample5026483","Copperbelt","Sample5026793",6.15842936260448,0.972,0.028,0
"Western","Sample5026483","Copperbelt","Sample5026805",20,1,0,0
"Western","Sample5026483","Copperbelt","Sample5026814",2.50635266602479,0.648,0.352,0
"Western","Sample5026483","Copperbelt","Sample5026847",2.21424022557299,0.569,0.431,0
"Western","Sample5026483","Copperbelt","Sample5026866",5.47393118833241,0.955,0.045,0
